"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/27/2020","AirNow","230010014","2","0.049","ppm","45","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"02/28/2020","AirNow","230010014","2","0.043","ppm","40","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"02/29/2020","AirNow","230010014","2","0.041","ppm","38","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/01/2020","AirNow","230010014","2","0.038","ppm","35","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/02/2020","AirNow","230010014","2","0.044","ppm","41","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/03/2020","AirNow","230010014","2","0.045","ppm","42","DURHAM FIRE STATION","18","75.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/04/2020","AirNow","230010014","2","0.045","ppm","42","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/05/2020","AirNow","230010014","2","0.045","ppm","42","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/06/2020","AirNow","230010014","2","0.045","ppm","42","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/07/2020","AirNow","230010014","2","0.045","ppm","42","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/08/2020","AirNow","230010014","2","0.046","ppm","43","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/09/2020","AirNow","230010014","2","0.047","ppm","44","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
"03/10/2020","AirNow","230010014","2","0.039","ppm","36","DURHAM FIRE STATION","24","100.0000","44201","Ozone","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","43.9746220009427","-70.124608"
